,Ob,Age,Overall,Potential,Special,International Reputation,Weak Foot,Skill Moves,Height,Weight,Positions Average,Exponential Term,Quadratic Term,Top 20 Clubs,Average Club Wages
791,13537,29,84,84,2052,3.0,4.0,4.0,69.0,172.0,76.57692307692308,1972.1522630525294,7056,298.0,0.0
792,13538,29,69,69,1823,1.0,3.0,3.0,72.0,170.0,63.80769230769231,69.38893903907228,4761,0.0,0.0
793,13539,27,65,65,1719,1.0,3.0,2.0,74.0,187.0,64.65384615384616,28.421709430404007,4225,0.0,0.0
794,13540,20,70,81,1528,1.0,2.0,2.0,74.0,170.0,57.42307692307692,86.73617379884035,4900,0.0,21046.0
795,13541,27,76,76,1996,1.0,4.0,3.0,73.0,181.0,72.6923076923077,330.8722450212111,5776,0.0,0.0
796,13542,20,68,80,1758,1.0,2.0,3.0,72.0,159.0,64.1923076923077,55.51115123125783,4624,0.0,0.0
797,13543,18,54,67,1466,1.0,3.0,2.0,72.0,150.0,53.0,2.44140625,2916,0.0,0.0
798,13544,37,70,70,1131,1.0,3.0,1.0,74.0,187.0,0.0,86.73617379884035,4900,0.0,0.0
799,13545,20,59,66,1286,1.0,3.0,2.0,72.0,185.0,45.46153846153846,7.450580596923828,3481,0.0,0.0
800,13546,24,64,69,1215,1.0,2.0,2.0,77.0,205.0,43.46153846153846,22.737367544323206,4096,0.0,0.0
801,13547,30,80,80,1971,2.0,3.0,4.0,70.0,150.0,71.46153846153847,807.7935669463161,6400,0.0,44605.0
802,13548,22,58,69,1453,1.0,3.0,3.0,69.0,168.0,52.73076923076923,5.9604644775390625,3364,0.0,0.0
803,13549,30,70,70,1716,1.0,2.0,2.0,69.0,161.0,62.0,86.73617379884035,4900,0.0,0.0
804,13550,30,69,69,1721,1.0,3.0,3.0,69.0,163.0,58.69230769230769,69.38893903907228,4761,0.0,0.0
805,13551,21,66,75,1746,1.0,3.0,3.0,74.0,163.0,65.07692307692308,35.52713678800501,4356,0.0,0.0
806,13552,26,64,67,1736,1.0,3.0,2.0,67.0,152.0,60.73076923076923,22.737367544323206,4096,0.0,0.0
807,13553,19,63,78,1464,1.0,2.0,2.0,72.0,154.0,53.92307692307692,18.189894035458565,3969,0.0,0.0
808,13554,25,62,66,1456,1.0,3.0,2.0,73.0,170.0,53.34615384615385,14.551915228366852,3844,0.0,0.0
809,13555,28,73,73,2030,2.0,3.0,3.0,72.0,176.0,72.26923076923077,169.40658945086008,5329,0.0,0.0
810,13556,29,67,67,1826,1.0,4.0,3.0,67.0,154.0,62.19230769230769,44.40892098500626,4489,0.0,0.0
811,13557,32,62,62,1684,1.0,3.0,2.0,71.0,170.0,60.80769230769231,14.551915228366852,3844,0.0,0.0
812,13558,27,64,67,1351,1.0,3.0,2.0,69.0,165.0,50.26923076923077,22.737367544323206,4096,0.0,0.0
813,13559,24,66,70,1321,1.0,2.0,2.0,73.0,176.0,48.53846153846154,35.52713678800501,4356,0.0,0.0
814,13560,24,68,71,1917,1.0,3.0,3.0,72.0,165.0,66.84615384615384,55.51115123125783,4624,0.0,0.0
815,13561,23,72,78,1770,1.0,3.0,4.0,73.0,161.0,64.65384615384616,135.52527156068805,5184,0.0,0.0
816,13562,33,61,61,1528,1.0,3.0,2.0,71.0,163.0,55.26923076923077,11.641532182693481,3721,0.0,3381.0
817,13563,28,70,70,1622,1.0,3.0,3.0,76.0,192.0,59.69230769230769,86.73617379884035,4900,0.0,10624.0
818,13564,18,56,63,1398,1.0,2.0,2.0,71.0,154.0,50.76923076923077,3.814697265625,3136,0.0,40567.0
819,13565,24,74,79,1778,1.0,3.0,3.0,75.0,192.0,67.42307692307692,211.75823681357508,5476,0.0,0.0
820,13566,29,69,69,1752,1.0,3.0,3.0,69.0,148.0,62.11538461538461,69.38893903907228,4761,0.0,0.0
821,13567,21,59,70,1531,1.0,2.0,2.0,70.0,172.0,54.80769230769231,7.450580596923828,3481,0.0,0.0
822,13568,24,60,66,1313,1.0,3.0,2.0,74.0,172.0,46.61538461538461,9.313225746154785,3600,0.0,13948.0
823,13569,22,72,75,1992,1.0,3.0,4.0,70.0,143.0,72.1923076923077,135.52527156068805,5184,0.0,0.0
824,13570,23,73,80,1846,1.0,4.0,3.0,67.0,163.0,63.80769230769231,169.40658945086008,5329,0.0,0.0
825,13571,34,68,68,1883,1.0,4.0,3.0,73.0,192.0,67.15384615384616,55.51115123125783,4624,0.0,2616.0
826,13572,22,59,67,1465,1.0,3.0,3.0,70.0,168.0,55.76923076923077,7.450580596923828,3481,0.0,0.0
827,13573,25,70,71,1743,1.0,2.0,3.0,66.0,137.0,60.84615384615385,86.73617379884035,4900,0.0,0.0
828,13574,21,61,69,1512,1.0,3.0,2.0,70.0,139.0,55.0,11.641532182693481,3721,0.0,0.0
829,13575,28,66,68,1174,1.0,3.0,1.0,76.0,190.0,0.0,35.52713678800501,4356,0.0,26755.0
830,13576,25,74,75,1967,2.0,4.0,3.0,73.0,207.0,69.61538461538461,211.75823681357508,5476,0.0,0.0
831,13577,19,62,79,1759,1.0,4.0,3.0,67.0,134.0,61.80769230769231,14.551915228366852,3844,0.0,0.0
832,13578,24,84,88,1912,2.0,3.0,2.0,74.0,187.0,71.88461538461539,1972.1522630525294,7056,294.0,0.0
833,13579,34,63,63,1492,1.0,2.0,2.0,70.0,170.0,53.03846153846154,18.189894035458565,3969,0.0,17612.0
834,13580,35,68,68,1369,2.0,2.0,2.0,75.0,198.0,50.38461538461539,55.51115123125783,4624,0.0,0.0
835,13581,26,64,66,1686,1.0,3.0,2.0,73.0,172.0,58.80769230769231,22.737367544323206,4096,0.0,0.0
836,13582,30,68,68,1762,1.0,4.0,3.0,68.0,154.0,62.42307692307692,55.51115123125783,4624,0.0,0.0
837,13583,21,70,76,1073,1.0,3.0,1.0,78.0,181.0,0.0,86.73617379884035,4900,0.0,0.0
838,13584,34,65,65,1558,1.0,4.0,2.0,74.0,187.0,53.11538461538461,28.421709430404007,4225,0.0,6953.0
839,13585,25,70,74,1239,1.0,3.0,1.0,74.0,187.0,0.0,86.73617379884035,4900,0.0,0.0
840,13586,17,58,76,1453,1.0,3.0,2.0,72.0,170.0,51.65384615384615,5.9604644775390625,3364,0.0,0.0
841,13587,27,74,74,1906,1.0,4.0,4.0,67.0,150.0,67.8076923076923,211.75823681357508,5476,0.0,0.0
842,13588,26,68,69,1658,1.0,4.0,3.0,69.0,148.0,59.61538461538461,55.51115123125783,4624,0.0,3983.0
843,13589,26,62,62,1759,1.0,3.0,3.0,71.0,168.0,61.15384615384615,14.551915228366852,3844,0.0,0.0
844,13590,23,76,81,1942,1.0,3.0,4.0,69.0,159.0,71.76923076923077,330.8722450212111,5776,0.0,0.0
845,13591,27,77,78,1896,2.0,3.0,3.0,75.0,183.0,68.07692307692308,413.59030627651384,5929,0.0,0.0
846,13592,20,57,67,1415,1.0,3.0,3.0,72.0,161.0,50.84615384615385,4.76837158203125,3249,0.0,0.0
847,13593,24,63,66,1587,1.0,3.0,3.0,67.0,148.0,57.42307692307692,18.189894035458565,3969,0.0,0.0
848,13594,20,62,69,1574,,,,0.0,0.0,0.0,14.551915228366852,3844,0.0,0.0
849,13595,20,61,77,1628,1.0,3.0,3.0,71.0,163.0,57.88461538461539,11.641532182693481,3721,0.0,0.0
850,13596,26,65,66,1556,1.0,3.0,2.0,74.0,187.0,54.38461538461539,28.421709430404007,4225,0.0,0.0
851,13597,26,62,65,1641,1.0,2.0,2.0,69.0,165.0,55.84615384615385,14.551915228366852,3844,0.0,0.0
852,13598,31,64,64,1745,1.0,3.0,2.0,72.0,165.0,61.65384615384615,22.737367544323206,4096,0.0,0.0
853,13599,26,65,68,1719,1.0,3.0,3.0,73.0,179.0,59.26923076923077,28.421709430404007,4225,0.0,0.0
854,13600,25,63,65,1594,1.0,3.0,2.0,72.0,185.0,56.61538461538461,18.189894035458565,3969,0.0,0.0
855,13601,20,75,84,1886,1.0,4.0,3.0,70.0,174.0,68.15384615384616,264.6977960169689,5625,0.0,0.0
856,13602,30,81,81,1976,3.0,3.0,4.0,75.0,174.0,73.61538461538461,1009.7419586828951,6561,0.0,6975.0
857,13603,32,68,68,1627,1.0,3.0,2.0,73.0,187.0,58.15384615384615,55.51115123125783,4624,0.0,0.0
858,13604,24,75,79,1871,1.0,4.0,3.0,73.0,192.0,66.1923076923077,264.6977960169689,5625,0.0,42891.0
859,13605,21,63,74,927,1.0,3.0,1.0,74.0,172.0,0.0,18.189894035458565,3969,0.0,0.0
860,13606,24,65,69,1404,1.0,3.0,2.0,72.0,181.0,50.92307692307692,28.421709430404007,4225,0.0,0.0
861,13607,30,67,67,1537,1.0,4.0,2.0,76.0,194.0,54.03846153846154,44.40892098500626,4489,0.0,12818.0
862,13608,21,82,89,1984,2.0,4.0,4.0,68.0,163.0,70.73076923076923,1262.177448353619,6724,372.0,0.0
863,13609,34,74,74,2047,1.0,3.0,3.0,73.0,163.0,73.76923076923077,211.75823681357508,5476,0.0,0.0
864,13610,24,58,63,1020,1.0,3.0,1.0,73.0,190.0,0.0,5.9604644775390625,3364,0.0,0.0
865,13611,21,67,78,1679,1.0,4.0,3.0,67.0,132.0,59.5,44.40892098500626,4489,0.0,0.0
866,13612,23,64,71,1306,1.0,2.0,2.0,71.0,185.0,48.07692307692308,22.737367544323206,4096,0.0,0.0
867,13613,28,73,73,1354,1.0,2.0,2.0,74.0,172.0,50.96153846153846,169.40658945086008,5329,0.0,44474.0
868,13614,31,70,70,1509,1.0,3.0,2.0,77.0,192.0,56.53846153846154,86.73617379884035,4900,0.0,0.0
869,13615,20,55,69,1502,1.0,3.0,2.0,66.0,143.0,53.30769230769231,3.0517578125,3025,0.0,0.0
870,13616,25,67,70,1779,1.0,3.0,3.0,69.0,152.0,63.34615384615385,44.40892098500626,4489,0.0,0.0
871,13617,27,73,76,1733,1.0,2.0,2.0,71.0,183.0,63.69230769230769,169.40658945086008,5329,0.0,0.0
872,13618,21,60,69,907,1.0,3.0,1.0,70.0,152.0,0.0,9.313225746154785,3600,0.0,0.0
873,13619,35,66,66,1878,1.0,4.0,3.0,67.0,154.0,64.76923076923077,35.52713678800501,4356,0.0,0.0
874,13620,22,67,70,1630,1.0,3.0,3.0,67.0,139.0,61.30769230769231,44.40892098500626,4489,0.0,3983.0
875,13621,19,62,70,1649,1.0,3.0,2.0,70.0,159.0,59.34615384615385,14.551915228366852,3844,0.0,0.0
876,13622,27,64,64,1615,1.0,2.0,2.0,72.0,161.0,55.26923076923077,22.737367544323206,4096,0.0,0.0
877,13623,26,63,63,1609,1.0,3.0,3.0,68.0,137.0,56.07692307692308,18.189894035458565,3969,0.0,0.0
878,13624,25,57,60,1662,1.0,2.0,2.0,72.0,181.0,54.23076923076923,4.76837158203125,3249,0.0,0.0
879,13625,32,76,76,1409,2.0,3.0,1.0,72.0,179.0,0.0,330.8722450212111,5776,0.0,0.0
880,13626,21,65,75,1343,1.0,2.0,2.0,75.0,183.0,48.07692307692308,28.421709430404007,4225,0.0,0.0
881,13627,18,54,74,1317,1.0,3.0,2.0,70.0,165.0,47.73076923076923,2.44140625,2916,0.0,0.0
882,13628,21,55,64,1371,1.0,3.0,2.0,70.0,157.0,47.0,3.0517578125,3025,0.0,0.0
883,13629,24,73,78,1803,1.0,3.0,3.0,70.0,157.0,67.46153846153847,169.40658945086008,5329,0.0,0.0
884,13630,21,70,79,1778,1.0,4.0,3.0,71.0,165.0,66.3076923076923,86.73617379884035,4900,0.0,0.0
885,13631,28,63,63,1665,1.0,4.0,2.0,72.0,154.0,60.5,18.189894035458565,3969,0.0,0.0
886,13632,27,65,65,1584,1.0,4.0,2.0,69.0,154.0,59.15384615384615,28.421709430404007,4225,0.0,0.0
887,13633,25,64,70,1014,1.0,3.0,1.0,72.0,176.0,0.0,22.737367544323206,4096,0.0,0.0
888,13634,24,64,70,1654,1.0,3.0,3.0,69.0,150.0,60.73076923076923,22.737367544323206,4096,0.0,0.0
889,13635,19,55,68,1447,1.0,3.0,2.0,74.0,159.0,49.11538461538461,3.0517578125,3025,0.0,0.0
890,13636,24,69,75,1881,1.0,3.0,3.0,73.0,198.0,66.53846153846153,69.38893903907228,4761,0.0,0.0
891,13637,32,72,72,1812,1.0,3.0,3.0,71.0,161.0,62.88461538461539,135.52527156068805,5184,0.0,13459.0
892,13638,36,77,77,1752,1.0,4.0,3.0,74.0,159.0,65.46153846153847,413.59030627651384,5929,0.0,17599.0
893,13639,25,72,75,1814,1.0,3.0,3.0,72.0,174.0,63.92307692307692,135.52527156068805,5184,0.0,0.0
894,13640,24,76,81,1704,1.0,2.0,2.0,74.0,183.0,63.34615384615385,330.8722450212111,5776,0.0,0.0
895,13641,32,67,67,1682,1.0,3.0,3.0,69.0,154.0,59.76923076923077,44.40892098500626,4489,0.0,8892.0
896,13642,21,64,71,1395,1.0,3.0,2.0,75.0,174.0,51.11538461538461,22.737367544323206,4096,0.0,0.0
897,13643,26,62,65,1385,1.0,2.0,2.0,73.0,154.0,46.30769230769231,14.551915228366852,3844,0.0,0.0
898,13644,21,81,88,2059,1.0,3.0,4.0,70.0,154.0,77.42307692307692,1009.7419586828951,6561,307.0,0.0
899,13645,36,61,61,1110,1.0,2.0,2.0,74.0,187.0,41.65384615384615,11.641532182693481,3721,0.0,0.0
900,13646,21,68,76,1096,1.0,3.0,1.0,77.0,187.0,0.0,55.51115123125783,4624,0.0,0.0
901,13647,31,72,72,1584,1.0,3.0,2.0,72.0,179.0,58.19230769230769,135.52527156068805,5184,0.0,0.0
902,13648,17,60,82,1461,1.0,3.0,3.0,72.0,150.0,50.69230769230769,9.313225746154785,3600,0.0,0.0
903,13649,22,66,73,1589,1.0,4.0,3.0,72.0,161.0,56.23076923076923,35.52713678800501,4356,0.0,0.0
904,13650,20,74,82,1723,1.0,3.0,3.0,72.0,183.0,61.46153846153846,211.75823681357508,5476,0.0,0.0
905,13651,20,65,76,1633,1.0,2.0,3.0,69.0,154.0,59.38461538461539,28.421709430404007,4225,0.0,14672.0
906,13652,19,58,75,1287,1.0,2.0,2.0,71.0,163.0,43.19230769230769,5.9604644775390625,3364,0.0,0.0
907,13653,35,63,63,1070,1.0,3.0,1.0,74.0,192.0,0.0,18.189894035458565,3969,0.0,1212.0
908,13654,26,72,74,1803,1.0,2.0,3.0,70.0,146.0,67.1923076923077,135.52527156068805,5184,0.0,0.0
909,13655,34,67,67,1566,1.0,3.0,3.0,72.0,150.0,55.11538461538461,44.40892098500626,4489,0.0,0.0
910,13656,23,77,82,1829,2.0,3.0,4.0,73.0,165.0,65.57692307692308,413.59030627651384,5929,281.0,0.0
911,13657,22,62,69,1547,1.0,4.0,2.0,69.0,143.0,55.73076923076923,14.551915228366852,3844,0.0,0.0
912,13658,23,63,70,1575,1.0,3.0,2.0,71.0,163.0,56.34615384615385,18.189894035458565,3969,0.0,0.0
913,13659,25,70,74,1779,1.0,3.0,3.0,70.0,154.0,64.46153846153847,86.73617379884035,4900,0.0,0.0
914,13660,30,72,72,1830,1.0,3.0,3.0,70.0,172.0,64.07692307692308,135.52527156068805,5184,0.0,0.0
915,13661,24,67,72,1848,1.0,2.0,2.0,73.0,176.0,66.11538461538461,44.40892098500626,4489,0.0,0.0
916,13662,24,59,62,1446,1.0,3.0,3.0,71.0,159.0,50.34615384615385,7.450580596923828,3481,0.0,0.0
917,13663,32,72,72,1982,1.0,3.0,3.0,69.0,181.0,71.03846153846153,135.52527156068805,5184,0.0,0.0
918,13664,35,59,59,1476,1.0,3.0,2.0,68.0,154.0,49.80769230769231,7.450580596923828,3481,0.0,3983.0
919,13665,24,63,70,1417,1.0,2.0,2.0,71.0,170.0,49.53846153846154,18.189894035458565,3969,0.0,0.0
920,13666,27,69,71,1079,1.0,2.0,1.0,74.0,174.0,0.0,69.38893903907228,4761,0.0,0.0
921,13667,23,75,83,1939,1.0,3.0,3.0,72.0,165.0,72.23076923076923,264.6977960169689,5625,0.0,14685.0
922,13668,28,69,69,1772,1.0,3.0,3.0,69.0,152.0,65.5,69.38893903907228,4761,0.0,0.0
923,13669,30,58,58,1388,1.0,3.0,2.0,73.0,181.0,48.69230769230769,5.9604644775390625,3364,0.0,0.0
924,13670,24,72,77,1807,1.0,4.0,3.0,72.0,161.0,65.26923076923077,135.52527156068805,5184,298.0,0.0
925,13671,22,56,64,1458,1.0,2.0,2.0,71.0,165.0,52.38461538461539,3.814697265625,3136,0.0,0.0
926,13672,24,66,71,1687,1.0,4.0,3.0,65.0,128.0,58.07692307692308,35.52713678800501,4356,0.0,6914.0
927,13673,26,64,67,1096,1.0,1.0,1.0,72.0,176.0,0.0,22.737367544323206,4096,0.0,0.0
928,13674,29,64,64,1097,1.0,3.0,1.0,77.0,198.0,0.0,22.737367544323206,4096,0.0,0.0
929,13675,23,80,85,1990,3.0,3.0,3.0,70.0,163.0,75.46153846153847,807.7935669463161,6400,263.0,0.0
930,13676,18,52,71,1292,1.0,2.0,2.0,73.0,179.0,44.76923076923077,1.5625,2704,0.0,0.0
931,13677,25,68,69,1739,1.0,4.0,4.0,67.0,154.0,59.26923076923077,55.51115123125783,4624,0.0,2616.0
932,13678,21,62,68,1501,1.0,2.0,2.0,70.0,159.0,56.07692307692308,14.551915228366852,3844,0.0,0.0
933,13679,20,71,84,1836,1.0,3.0,3.0,70.0,157.0,69.23076923076923,108.42021724855044,5041,263.0,0.0
934,13680,26,75,77,1964,1.0,3.0,3.0,72.0,170.0,71.07692307692308,264.6977960169689,5625,0.0,39595.0
935,13681,26,63,66,1650,1.0,3.0,2.0,69.0,168.0,57.61538461538461,18.189894035458565,3969,0.0,0.0
936,13682,26,61,64,1071,1.0,3.0,1.0,74.0,179.0,0.0,11.641532182693481,3721,0.0,0.0
937,13683,19,53,70,1434,1.0,3.0,2.0,72.0,152.0,51.76923076923077,1.953125,2809,0.0,1231.0
938,13684,26,74,75,1938,1.0,4.0,3.0,69.0,159.0,68.88461538461539,211.75823681357508,5476,0.0,3509.0
939,13685,25,70,75,1946,1.0,3.0,3.0,70.0,161.0,69.88461538461539,86.73617379884035,4900,0.0,0.0
940,13686,27,71,71,1850,2.0,4.0,3.0,74.0,179.0,64.65384615384616,108.42021724855044,5041,0.0,14316.0
941,13687,34,64,64,1601,1.0,3.0,2.0,73.0,179.0,58.38461538461539,22.737367544323206,4096,0.0,0.0
942,13688,25,66,69,1608,1.0,4.0,3.0,69.0,152.0,56.57692307692308,35.52713678800501,4356,0.0,0.0
943,13689,28,71,71,1527,1.0,2.0,2.0,76.0,176.0,55.30769230769231,108.42021724855044,5041,0.0,0.0
944,13690,29,67,67,1817,1.0,3.0,3.0,69.0,143.0,63.61538461538461,44.40892098500626,4489,0.0,0.0
945,13691,35,67,67,1564,1.0,2.0,2.0,75.0,192.0,55.15384615384615,44.40892098500626,4489,0.0,0.0
946,13692,20,57,69,1287,1.0,2.0,2.0,74.0,174.0,45.92307692307692,4.76837158203125,3249,0.0,0.0
947,13693,25,65,68,1656,1.0,3.0,3.0,68.0,148.0,58.42307692307692,28.421709430404007,4225,0.0,0.0
948,13694,25,66,69,1075,1.0,2.0,1.0,72.0,139.0,0.0,35.52713678800501,4356,0.0,0.0
949,13695,27,72,72,1780,1.0,3.0,4.0,71.0,159.0,64.15384615384616,135.52527156068805,5184,0.0,31326.0
950,13696,22,57,65,871,1.0,2.0,1.0,76.0,190.0,0.0,4.76837158203125,3249,0.0,0.0
951,13697,28,67,67,1720,1.0,3.0,3.0,66.0,165.0,58.5,44.40892098500626,4489,0.0,0.0
952,13698,33,62,62,1641,1.0,3.0,2.0,67.0,157.0,59.11538461538461,14.551915228366852,3844,0.0,0.0
953,13699,21,66,75,1688,1.0,3.0,3.0,72.0,163.0,63.07692307692308,35.52713678800501,4356,0.0,7840.0
954,13700,28,63,63,983,1.0,1.0,1.0,80.0,203.0,0.0,18.189894035458565,3969,0.0,0.0
955,13701,19,59,71,1535,1.0,3.0,2.0,72.0,143.0,55.38461538461539,7.450580596923828,3481,0.0,10178.0
956,13702,34,62,62,1697,1.0,4.0,2.0,73.0,176.0,59.69230769230769,14.551915228366852,3844,0.0,7305.0
957,13703,22,57,67,1415,1.0,3.0,2.0,73.0,172.0,51.96153846153846,4.76837158203125,3249,0.0,0.0
958,13704,21,60,71,1628,1.0,3.0,3.0,68.0,132.0,55.23076923076923,9.313225746154785,3600,0.0,0.0
959,13705,27,63,63,1493,1.0,3.0,2.0,68.0,152.0,52.84615384615385,18.189894035458565,3969,0.0,6953.0
960,13706,19,55,67,1517,1.0,3.0,2.0,70.0,154.0,54.65384615384615,3.0517578125,3025,0.0,0.0
961,13707,28,65,65,1785,1.0,2.0,3.0,71.0,168.0,62.03846153846154,28.421709430404007,4225,0.0,0.0
962,13708,29,72,72,1982,1.0,4.0,3.0,70.0,159.0,70.23076923076923,135.52527156068805,5184,0.0,0.0
963,13709,26,68,72,1158,1.0,1.0,1.0,76.0,209.0,0.0,55.51115123125783,4624,0.0,5030.0
964,13710,26,62,65,1541,1.0,2.0,2.0,72.0,154.0,56.80769230769231,14.551915228366852,3844,0.0,0.0
965,13711,26,67,67,1790,1.0,3.0,2.0,72.0,172.0,64.57692307692308,44.40892098500626,4489,0.0,0.0
966,13712,29,68,68,1797,1.0,2.0,3.0,71.0,159.0,65.76923076923077,55.51115123125783,4624,0.0,7662.0
967,13713,24,69,75,1911,1.0,3.0,3.0,70.0,165.0,67.61538461538461,69.38893903907228,4761,0.0,0.0
968,13714,24,70,74,1762,1.0,3.0,3.0,70.0,163.0,64.8076923076923,86.73617379884035,4900,0.0,13063.0
969,13715,28,75,75,1826,2.0,3.0,2.0,70.0,168.0,68.34615384615384,264.6977960169689,5625,0.0,33083.0
970,13716,19,63,82,1650,1.0,2.0,3.0,68.0,157.0,61.15384615384615,18.189894035458565,3969,0.0,0.0
971,13717,21,59,72,1499,1.0,2.0,2.0,67.0,150.0,54.15384615384615,7.450580596923828,3481,0.0,0.0
972,13718,26,61,64,1090,1.0,3.0,1.0,76.0,194.0,0.0,11.641532182693481,3721,0.0,1198.0
973,13719,18,50,65,1346,1.0,3.0,2.0,72.0,141.0,46.96153846153846,1.0,2500,0.0,0.0
974,13720,24,56,61,998,1.0,3.0,1.0,76.0,196.0,0.0,3.814697265625,3136,0.0,0.0
975,13721,29,63,63,1740,1.0,3.0,3.0,68.0,132.0,61.42307692307692,18.189894035458565,3969,0.0,0.0
976,13722,21,54,65,818,1.0,1.0,1.0,72.0,163.0,0.0,2.44140625,2916,0.0,0.0
977,13723,19,57,77,1390,1.0,3.0,3.0,70.0,152.0,50.23076923076923,4.76837158203125,3249,0.0,0.0
978,13724,29,56,56,1384,1.0,3.0,2.0,72.0,172.0,50.03846153846154,3.814697265625,3136,0.0,7343.0
979,13725,26,79,81,1902,1.0,3.0,4.0,71.0,146.0,68.61538461538461,646.2348535570528,6241,0.0,50343.0
980,13726,19,72,81,1920,1.0,3.0,3.0,70.0,154.0,70.03846153846153,135.52527156068805,5184,0.0,24633.0
981,13727,26,69,72,1713,1.0,3.0,2.0,70.0,168.0,61.57692307692308,69.38893903907228,4761,0.0,0.0
982,13728,23,69,76,921,1.0,3.0,1.0,76.0,179.0,0.0,69.38893903907228,4761,0.0,0.0
983,13729,35,58,58,1194,1.0,3.0,2.0,71.0,168.0,40.46153846153846,5.9604644775390625,3364,0.0,4185.0
984,13730,30,63,63,1045,1.0,3.0,1.0,75.0,174.0,0.0,18.189894035458565,3969,0.0,0.0
985,13731,23,63,71,1050,1.0,3.0,1.0,72.0,165.0,0.0,18.189894035458565,3969,0.0,0.0
986,13732,27,62,62,1591,1.0,3.0,2.0,69.0,159.0,55.30769230769231,14.551915228366852,3844,0.0,0.0
987,13733,24,68,71,1810,1.0,3.0,2.0,73.0,187.0,64.76923076923077,55.51115123125783,4624,0.0,0.0
988,13734,17,50,71,1276,1.0,3.0,2.0,71.0,146.0,45.11538461538461,1.0,2500,0.0,0.0
989,13735,18,58,68,1449,1.0,3.0,2.0,72.0,154.0,50.61538461538461,5.9604644775390625,3364,0.0,0.0
990,13736,24,69,73,1825,1.0,4.0,3.0,69.0,159.0,66.38461538461539,69.38893903907228,4761,0.0,0.0
991,13737,30,76,76,2105,1.0,3.0,3.0,69.0,150.0,74.84615384615384,330.8722450212111,5776,0.0,0.0
992,13738,27,65,65,1674,1.0,3.0,3.0,68.0,152.0,59.46153846153846,28.421709430404007,4225,0.0,0.0
993,13739,26,69,70,1724,1.0,3.0,3.0,71.0,185.0,60.65384615384615,69.38893903907228,4761,0.0,0.0
994,13740,21,65,75,1673,1.0,3.0,3.0,69.0,150.0,61.84615384615385,28.421709430404007,4225,307.0,0.0
995,13741,30,74,74,1551,1.0,3.0,2.0,78.0,181.0,56.92307692307692,211.75823681357508,5476,0.0,0.0
996,13742,21,63,76,1467,1.0,3.0,2.0,70.0,154.0,53.34615384615385,18.189894035458565,3969,0.0,0.0
997,13743,22,72,82,1817,1.0,3.0,4.0,66.0,141.0,63.65384615384615,135.52527156068805,5184,0.0,13866.0
998,13744,20,72,82,1739,1.0,3.0,3.0,67.0,165.0,63.03846153846154,135.52527156068805,5184,0.0,0.0
999,13745,25,75,80,1831,2.0,3.0,3.0,72.0,179.0,68.8076923076923,264.6977960169689,5625,0.0,70255.0
1000,13746,23,66,74,1633,1.0,2.0,3.0,67.0,157.0,58.03846153846154,35.52713678800501,4356,0.0,0.0
1001,13747,21,72,81,1827,1.0,2.0,4.0,69.0,148.0,66.23076923076923,135.52527156068805,5184,0.0,0.0
1002,13748,28,67,67,1666,1.0,3.0,3.0,70.0,163.0,60.92307692307692,44.40892098500626,4489,0.0,0.0
1003,13749,25,65,69,1803,1.0,4.0,2.0,71.0,170.0,65.07692307692308,28.421709430404007,4225,0.0,0.0
1004,13750,25,65,66,1710,1.0,3.0,2.0,74.0,183.0,59.84615384615385,28.421709430404007,4225,0.0,0.0
1005,13751,29,90,90,2152,4.0,4.0,4.0,72.0,176.0,76.92307692307692,7523.16384526264,8100,270.0,0.0
1006,13752,22,65,72,1387,1.0,2.0,2.0,75.0,187.0,48.76923076923077,28.421709430404007,4225,0.0,0.0
1007,13753,26,60,63,1679,1.0,3.0,3.0,71.0,165.0,58.23076923076923,9.313225746154785,3600,0.0,0.0
1008,13754,21,54,67,1291,1.0,3.0,2.0,71.0,154.0,44.38461538461539,2.44140625,2916,0.0,1212.0
1009,13755,22,53,62,1451,1.0,2.0,2.0,72.0,148.0,52.53846153846154,1.953125,2809,0.0,0.0
1010,13756,29,68,68,1388,1.0,3.0,2.0,76.0,201.0,52.15384615384615,55.51115123125783,4624,0.0,0.0
1011,13757,27,66,66,1655,1.0,3.0,3.0,72.0,161.0,57.65384615384615,35.52713678800501,4356,0.0,0.0
1012,13758,31,64,64,1476,1.0,3.0,2.0,75.0,185.0,51.26923076923077,22.737367544323206,4096,0.0,0.0
1013,13759,35,70,70,1650,1.0,2.0,2.0,75.0,181.0,58.11538461538461,86.73617379884035,4900,0.0,0.0
1014,13760,31,71,71,1593,1.0,3.0,3.0,74.0,192.0,56.76923076923077,108.42021724855044,5041,0.0,0.0
1015,13761,25,73,76,1894,1.0,3.0,3.0,72.0,170.0,69.5,169.40658945086008,5329,0.0,0.0
1016,13762,20,67,74,1612,1.0,4.0,3.0,67.0,137.0,58.65384615384615,44.40892098500626,4489,0.0,0.0
1017,13763,19,63,78,1423,1.0,2.0,2.0,75.0,174.0,52.11538461538461,18.189894035458565,3969,0.0,0.0
1018,13764,29,74,74,1891,1.0,3.0,3.0,72.0,157.0,69.26923076923077,211.75823681357508,5476,0.0,13866.0
1019,13765,31,67,67,1709,1.0,2.0,2.0,69.0,146.0,63.5,44.40892098500626,4489,0.0,0.0
