,Ob,WageNew,Age,Overall,Potential,Special,International Reputation,Weak Foot,Skill Moves,Height,Weight,Positions Average,Exponential Term,Quadratic Term,Top 20 Clubs,Average Club Wages
2042,2043,1678,25,57,60,1437,1.0,4.0,2.0,72.0,172.0,52.57692307692308,4.76837158203125,3249,0.0,0.0
2043,2044,3504,31,67,67,1010,1.0,2.0,1.0,74.0,194.0,0.0,44.40892098500626,4489,0.0,0.0
2044,2045,1776,24,64,69,1002,1.0,2.0,1.0,74.0,190.0,0.0,22.737367544323206,4096,0.0,0.0
2045,2046,5810,30,68,68,1728,1.0,2.0,3.0,73.0,165.0,62.26923076923077,55.51115123125783,4624,0.0,0.0
2046,2047,1774,29,69,69,1731,1.0,2.0,3.0,66.0,137.0,60.34615384615385,69.38893903907228,4761,0.0,0.0
2047,2048,3613,29,63,63,1237,1.0,2.0,1.0,75.0,181.0,0.0,18.189894035458565,3969,0.0,8319.0
2048,2049,2556,29,64,64,1730,1.0,5.0,3.0,70.0,159.0,62.15384615384615,22.737367544323206,4096,0.0,0.0
2049,2050,1800,18,58,71,1572,1.0,3.0,3.0,67.0,154.0,56.0,5.9604644775390625,3364,0.0,0.0
2050,2051,4846,22,66,75,964,1.0,2.0,1.0,75.0,218.0,0.0,35.52713678800501,4356,0.0,0.0
2051,2052,3535,33,65,65,1494,1.0,3.0,2.0,73.0,174.0,54.53846153846154,28.421709430404007,4225,0.0,0.0
2052,2053,1225,22,57,63,1467,1.0,3.0,2.0,74.0,163.0,53.53846153846154,4.76837158203125,3249,0.0,0.0
2053,2054,1281,21,58,67,1494,1.0,3.0,2.0,72.0,176.0,54.53846153846154,5.9604644775390625,3364,0.0,0.0
2054,2055,2081,31,61,61,1225,1.0,2.0,2.0,75.0,190.0,45.92307692307692,11.641532182693481,3721,0.0,0.0
2055,2056,10982,26,70,70,1912,1.0,3.0,3.0,70.0,157.0,67.1923076923077,86.73617379884035,4900,0.0,0.0
2056,2057,15903,34,74,74,1798,1.0,4.0,3.0,71.0,163.0,64.53846153846153,211.75823681357508,5476,0.0,0.0
2057,2058,20921,26,74,74,1936,1.0,2.0,3.0,71.0,161.0,71.38461538461539,211.75823681357508,5476,0.0,0.0
2058,2059,5469,26,64,66,1717,1.0,3.0,3.0,69.0,157.0,59.69230769230769,22.737367544323206,4096,0.0,0.0
2059,2060,1446,17,51,67,1259,1.0,3.0,2.0,71.0,165.0,44.11538461538461,1.25,2601,0.0,0.0
2060,2061,9401,26,63,64,1638,1.0,4.0,2.0,69.0,157.0,60.03846153846154,18.189894035458565,3969,0.0,1168.0
2061,2062,2227,24,63,68,1509,1.0,3.0,2.0,72.0,170.0,52.5,18.189894035458565,3969,0.0,0.0
2062,2063,2715,20,63,74,1564,1.0,3.0,3.0,71.0,165.0,56.96153846153846,18.189894035458565,3969,0.0,0.0
2063,2064,1323,20,57,66,1546,1.0,3.0,2.0,67.0,148.0,55.57692307692308,4.76837158203125,3249,0.0,0.0
2064,2065,12484,32,73,73,1878,2.0,3.0,3.0,73.0,172.0,65.34615384615384,169.40658945086008,5329,0.0,0.0
2065,2066,4764,29,68,68,1791,1.0,3.0,3.0,68.0,163.0,63.30769230769231,55.51115123125783,4624,0.0,0.0
2066,2067,5177,34,69,69,1893,2.0,4.0,3.0,70.0,165.0,67.0,69.38893903907228,4761,0.0,0.0
2067,2068,4890,26,67,67,1602,1.0,4.0,3.0,72.0,168.0,57.84615384615385,44.40892098500626,4489,0.0,0.0
2068,2069,1400,20,57,66,1478,1.0,3.0,2.0,70.0,168.0,52.65384615384615,4.76837158203125,3249,0.0,0.0
2069,2070,1880,22,61,65,1619,1.0,3.0,3.0,68.0,152.0,57.88461538461539,11.641532182693481,3721,0.0,0.0
2070,2071,1338,19,60,73,1450,1.0,4.0,2.0,73.0,172.0,51.0,9.313225746154785,3600,0.0,0.0
2071,2072,1613,21,59,69,1485,1.0,3.0,2.0,71.0,176.0,52.88461538461539,7.450580596923828,3481,0.0,1212.0
2072,2073,3618,19,54,70,1489,1.0,3.0,2.0,71.0,150.0,52.88461538461539,2.44140625,2916,0.0,0.0
2073,2074,1697,19,55,68,1386,1.0,3.0,2.0,70.0,154.0,49.92307692307692,3.0517578125,3025,0.0,0.0
2074,2075,1572,17,59,74,1618,1.0,2.0,2.0,69.0,150.0,58.61538461538461,7.450580596923828,3481,0.0,0.0
2075,2076,1200,23,62,66,1535,1.0,3.0,2.0,72.0,165.0,56.03846153846154,14.551915228366852,3844,0.0,0.0
2076,2077,4363,18,63,77,1651,1.0,2.0,3.0,70.0,150.0,60.0,18.189894035458565,3969,0.0,24633.0
2077,2078,4446,22,66,75,1736,1.0,3.0,2.0,71.0,163.0,64.11538461538461,35.52713678800501,4356,0.0,0.0
2078,2079,2660,20,58,72,871,1.0,2.0,1.0,71.0,152.0,0.0,5.9604644775390625,3364,0.0,0.0
2079,2080,4064,34,62,62,1641,1.0,4.0,2.0,63.0,130.0,60.0,14.551915228366852,3844,0.0,0.0
2080,2081,6214,24,65,73,1496,1.0,2.0,2.0,71.0,154.0,50.96153846153846,28.421709430404007,4225,0.0,0.0
2081,2082,75325,28,79,79,2128,2.0,4.0,4.0,70.0,165.0,75.11538461538461,646.2348535570528,6241,0.0,0.0
2082,2083,3149,19,60,76,1395,1.0,2.0,2.0,75.0,176.0,49.80769230769231,9.313225746154785,3600,0.0,0.0
2083,2084,2168,21,60,69,1620,1.0,2.0,2.0,68.0,159.0,57.88461538461539,9.313225746154785,3600,0.0,0.0
2084,2085,11164,33,74,74,1845,1.0,3.0,3.0,74.0,165.0,63.65384615384615,211.75823681357508,5476,0.0,5030.0
2085,2086,12762,24,66,71,1671,1.0,3.0,3.0,72.0,152.0,58.26923076923077,35.52713678800501,4356,0.0,0.0
2086,2087,1747,20,62,72,1609,1.0,3.0,2.0,69.0,139.0,60.73076923076923,14.551915228366852,3844,0.0,0.0
2087,2088,6128,26,66,71,1615,1.0,3.0,2.0,71.0,154.0,57.76923076923077,35.52713678800501,4356,0.0,0.0
2088,2089,6039,23,67,73,1694,1.0,3.0,3.0,70.0,157.0,58.34615384615385,44.40892098500626,4489,0.0,0.0
2089,2090,3150,28,66,66,1808,1.0,3.0,3.0,66.0,143.0,65.0,35.52713678800501,4356,0.0,2571.0
2090,2091,3616,23,67,73,1511,1.0,3.0,2.0,76.0,176.0,54.5,44.40892098500626,4489,0.0,0.0
2091,2092,11490,24,72,75,1794,1.0,4.0,3.0,71.0,170.0,65.0,135.52527156068805,5184,0.0,0.0
2092,2093,2637,26,68,69,1781,1.0,3.0,3.0,69.0,163.0,63.65384615384615,55.51115123125783,4624,0.0,0.0
2093,2094,1811,19,50,63,1361,1.0,3.0,2.0,70.0,152.0,48.73076923076923,1.0,2500,0.0,0.0
2094,2095,1410,30,57,57,1593,1.0,3.0,2.0,73.0,176.0,56.65384615384615,4.76837158203125,3249,0.0,0.0
2095,2096,2778,23,67,74,1707,1.0,3.0,2.0,72.0,165.0,63.07692307692308,44.40892098500626,4489,0.0,0.0
2096,2097,12885,22,69,78,1724,1.0,3.0,3.0,72.0,170.0,66.03846153846153,69.38893903907228,4761,0.0,6975.0
2097,2098,1184,29,72,72,1666,1.0,4.0,3.0,72.0,176.0,61.61538461538461,135.52527156068805,5184,0.0,0.0
2098,2099,1284,20,56,65,1366,1.0,3.0,2.0,70.0,157.0,47.53846153846154,3.814697265625,3136,0.0,0.0
2099,2100,4912,28,66,66,1924,1.0,4.0,3.0,69.0,159.0,67.3076923076923,35.52713678800501,4356,0.0,0.0
2100,2101,11623,29,71,71,1889,1.0,4.0,3.0,71.0,165.0,68.0,108.42021724855044,5041,0.0,0.0
2101,2102,1275,34,65,65,1213,1.0,2.0,1.0,72.0,170.0,0.0,28.421709430404007,4225,0.0,0.0
2102,2103,23674,27,72,74,1545,1.0,3.0,2.0,76.0,185.0,57.69230769230769,135.52527156068805,5184,0.0,0.0
2103,2104,5016,27,66,66,1632,1.0,4.0,2.0,67.0,139.0,60.53846153846154,35.52713678800501,4356,0.0,4422.0
2104,2105,9444,26,73,73,1907,1.0,3.0,3.0,69.0,154.0,69.23076923076923,169.40658945086008,5329,0.0,0.0
2105,2106,2617,30,70,70,1940,1.0,3.0,3.0,70.0,170.0,69.65384615384616,86.73617379884035,4900,0.0,0.0
2106,2107,1673,21,63,76,1502,1.0,3.0,2.0,67.0,132.0,53.15384615384615,18.189894035458565,3969,0.0,0.0
2107,2108,3895,34,63,63,1504,1.0,3.0,2.0,72.0,165.0,50.65384615384615,18.189894035458565,3969,0.0,0.0
2108,2109,9550,32,67,67,1833,1.0,3.0,2.0,73.0,185.0,64.73076923076923,44.40892098500626,4489,0.0,23928.0
2109,2110,3756,23,67,73,1731,1.0,3.0,3.0,71.0,165.0,59.76923076923077,44.40892098500626,4489,0.0,0.0
2110,2111,3056,28,63,63,1722,1.0,4.0,3.0,70.0,172.0,62.53846153846154,18.189894035458565,3969,0.0,0.0
2111,2112,1298,19,60,72,1461,1.0,3.0,3.0,70.0,143.0,52.34615384615385,9.313225746154785,3600,0.0,0.0
2112,2113,10487,24,73,78,1936,1.0,3.0,2.0,74.0,165.0,70.38461538461539,169.40658945086008,5329,0.0,0.0
2113,2114,1152,22,62,73,1460,1.0,3.0,2.0,72.0,192.0,52.80769230769231,14.551915228366852,3844,0.0,0.0
2114,2115,3085,26,65,68,1461,1.0,3.0,2.0,75.0,187.0,52.84615384615385,28.421709430404007,4225,0.0,0.0
2115,2116,1376,28,60,60,1560,1.0,3.0,2.0,72.0,165.0,54.76923076923077,9.313225746154785,3600,0.0,0.0
2116,2117,5800,23,69,75,1643,1.0,4.0,3.0,73.0,161.0,59.57692307692308,69.38893903907228,4761,0.0,0.0
2117,2118,29211,27,75,75,2102,2.0,3.0,3.0,68.0,154.0,75.15384615384616,264.6977960169689,5625,0.0,14672.0
2118,2119,12220,36,72,72,1785,2.0,4.0,2.0,72.0,183.0,62.42307692307692,135.52527156068805,5184,0.0,0.0
2119,2120,4533,28,63,63,1568,1.0,3.0,2.0,69.0,154.0,55.57692307692308,18.189894035458565,3969,0.0,4422.0
2120,2121,14290,28,66,66,1761,1.0,2.0,3.0,73.0,163.0,61.19230769230769,35.52713678800501,4356,0.0,0.0
2121,2122,1404,31,63,63,1269,1.0,3.0,2.0,74.0,159.0,45.80769230769231,18.189894035458565,3969,0.0,0.0
2122,2123,3218,27,61,61,1659,1.0,3.0,2.0,71.0,157.0,57.69230769230769,11.641532182693481,3721,0.0,0.0
2123,2124,1215,24,61,68,1004,1.0,2.0,1.0,74.0,185.0,0.0,11.641532182693481,3721,0.0,0.0
2124,2125,2185,17,54,69,1439,1.0,3.0,2.0,70.0,159.0,51.88461538461539,2.44140625,2916,0.0,0.0
2125,2126,38971,28,77,77,1973,2.0,3.0,2.0,72.0,181.0,73.46153846153847,413.59030627651384,5929,0.0,23027.0
2126,2127,13042,26,74,76,1183,1.0,2.0,1.0,74.0,176.0,0.0,211.75823681357508,5476,0.0,0.0
2127,2128,18817,24,72,75,2015,1.0,3.0,4.0,73.0,154.0,71.84615384615384,135.52527156068805,5184,0.0,6975.0
2128,2129,8394,19,69,84,1797,1.0,3.0,3.0,73.0,170.0,63.65384615384615,69.38893903907228,4761,0.0,23874.0
2129,2130,4366,20,64,73,1612,1.0,4.0,3.0,72.0,161.0,56.92307692307692,22.737367544323206,4096,0.0,0.0
2130,2131,1750,28,63,63,1610,1.0,4.0,2.0,74.0,172.0,59.69230769230769,18.189894035458565,3969,0.0,0.0
2131,2132,29252,29,76,76,2025,2.0,4.0,3.0,72.0,174.0,71.76923076923077,330.8722450212111,5776,0.0,14316.0
2132,2133,8679,27,70,71,1821,1.0,3.0,3.0,63.0,132.0,61.0,86.73617379884035,4900,0.0,0.0
2133,2134,1326,34,69,69,1135,1.0,3.0,1.0,71.0,179.0,0.0,69.38893903907228,4761,0.0,0.0
2134,2135,3107,24,63,67,1750,1.0,3.0,2.0,69.0,150.0,61.26923076923077,18.189894035458565,3969,0.0,0.0
2135,2136,13903,29,72,72,1720,1.0,2.0,3.0,70.0,165.0,60.69230769230769,135.52527156068805,5184,0.0,0.0
2136,2137,8250,23,72,79,1078,1.0,2.0,1.0,77.0,192.0,0.0,135.52527156068805,5184,0.0,0.0
2137,2138,1268,27,62,65,1316,,,,0.0,0.0,0.0,14.551915228366852,3844,0.0,0.0
2138,2139,2693,30,69,69,1857,1.0,3.0,2.0,68.0,157.0,64.6923076923077,69.38893903907228,4761,0.0,0.0
2139,2140,3053,21,60,69,1527,1.0,2.0,2.0,70.0,154.0,54.15384615384615,9.313225746154785,3600,0.0,0.0
2140,2141,2308,24,59,65,972,1.0,2.0,1.0,71.0,172.0,0.0,7.450580596923828,3481,0.0,0.0
2141,2142,3604,24,65,70,1835,1.0,3.0,3.0,69.0,161.0,64.26923076923077,28.421709430404007,4225,0.0,0.0
2142,2143,2692,22,64,74,1088,1.0,2.0,1.0,76.0,190.0,0.0,22.737367544323206,4096,0.0,0.0
2143,2144,7065,23,68,79,1766,1.0,2.0,2.0,72.0,163.0,65.0,55.51115123125783,4624,0.0,0.0
2144,2145,1429,20,58,71,1457,1.0,3.0,2.0,68.0,146.0,55.26923076923077,5.9604644775390625,3364,0.0,0.0
2145,2146,9454,29,70,70,1680,1.0,2.0,3.0,69.0,168.0,62.76923076923077,86.73617379884035,4900,0.0,10239.0
2146,2147,3616,27,69,69,1795,1.0,5.0,3.0,66.0,159.0,63.42307692307692,69.38893903907228,4761,0.0,0.0
2147,2148,15634,31,69,69,1833,2.0,4.0,3.0,71.0,165.0,66.26923076923077,69.38893903907228,4761,0.0,0.0
2148,2149,1933,21,55,66,907,1.0,3.0,1.0,69.0,168.0,0.0,3.0517578125,3025,0.0,0.0
2149,2150,13302,25,71,72,1974,1.0,4.0,3.0,67.0,150.0,68.23076923076923,108.42021724855044,5041,0.0,0.0
2150,2151,14689,26,69,72,1793,1.0,2.0,2.0,70.0,168.0,65.03846153846153,69.38893903907228,4761,0.0,12818.0
2151,2152,12855,21,76,83,1607,1.0,2.0,2.0,72.0,196.0,61.11538461538461,330.8722450212111,5776,0.0,70255.0
2152,2153,36862,30,78,78,1151,2.0,3.0,1.0,74.0,194.0,0.0,516.9878828456423,6084,0.0,15567.0
2153,2154,55409,30,76,76,1936,1.0,3.0,3.0,70.0,146.0,73.65384615384616,330.8722450212111,5776,0.0,69763.0
2154,2155,3696,31,66,66,1650,1.0,2.0,3.0,74.0,183.0,57.88461538461539,35.52713678800501,4356,0.0,0.0
2155,2156,2538,17,68,80,1657,1.0,3.0,3.0,72.0,165.0,62.92307692307692,55.51115123125783,4624,0.0,0.0
2156,2157,2071,22,58,70,965,1.0,2.0,1.0,74.0,165.0,0.0,5.9604644775390625,3364,0.0,0.0
2157,2158,3622,26,69,72,1816,1.0,3.0,2.0,75.0,170.0,63.5,69.38893903907228,4761,0.0,0.0
2158,2159,2382,18,47,69,1303,1.0,3.0,2.0,66.0,150.0,47.26923076923077,0.512,2209,0.0,5030.0
2159,2160,1631,30,82,82,2055,2.0,3.0,4.0,68.0,141.0,74.61538461538461,1262.177448353619,6724,0.0,0.0
2160,2161,34973,34,78,78,1903,1.0,5.0,4.0,69.0,157.0,66.61538461538461,516.9878828456423,6084,0.0,0.0
2161,2162,6911,32,69,69,1702,1.0,4.0,2.0,72.0,165.0,62.19230769230769,69.38893903907228,4761,0.0,0.0
2162,2163,3757,24,68,75,1496,1.0,2.0,2.0,74.0,163.0,53.92307692307692,55.51115123125783,4624,0.0,0.0
2163,2164,28387,19,75,85,1800,1.0,4.0,3.0,73.0,170.0,65.38461538461539,264.6977960169689,5625,0.0,15567.0
2164,2165,3998,23,62,67,1664,,,,0.0,0.0,0.0,14.551915228366852,3844,0.0,0.0
2165,2166,1179,22,64,72,1617,1.0,3.0,2.0,70.0,185.0,58.69230769230769,22.737367544323206,4096,0.0,0.0
2166,2167,81,23,61,67,1613,1.0,3.0,2.0,73.0,183.0,59.42307692307692,11.641532182693481,3721,0.0,0.0
2167,2168,40677,25,75,80,1627,2.0,3.0,2.0,74.0,187.0,63.26923076923077,264.6977960169689,5625,0.0,14984.0
2168,2169,56680,33,75,75,1788,1.0,4.0,2.0,74.0,198.0,67.11538461538461,264.6977960169689,5625,0.0,50343.0
2169,2170,26687,33,75,75,1918,2.0,3.0,3.0,70.0,170.0,69.11538461538461,264.6977960169689,5625,0.0,0.0
2170,2171,29359,29,76,76,2073,1.0,3.0,3.0,70.0,154.0,72.5,330.8722450212111,5776,0.0,15768.0
2171,2172,20080,22,72,77,1789,1.0,3.0,3.0,67.0,143.0,62.26923076923077,135.52527156068805,5184,0.0,13247.0
2172,2173,6312,24,70,77,1771,1.0,3.0,2.0,69.0,159.0,63.61538461538461,86.73617379884035,4900,0.0,0.0
2173,2174,51126,25,79,84,2093,2.0,3.0,3.0,69.0,176.0,76.1923076923077,646.2348535570528,6241,134.0,0.0
2174,2175,8654,25,68,73,1591,1.0,3.0,2.0,69.0,174.0,55.38461538461539,55.51115123125783,4624,0.0,0.0
2175,2176,41582,34,75,75,1169,1.0,2.0,1.0,72.0,172.0,0.0,264.6977960169689,5625,0.0,56145.0
2176,2177,5692,31,69,69,1846,1.0,3.0,3.0,70.0,157.0,66.88461538461539,69.38893903907228,4761,0.0,9373.0
2177,2178,4783,17,65,83,1719,1.0,4.0,3.0,73.0,154.0,58.34615384615385,28.421709430404007,4225,0.0,0.0
2178,2179,2146,27,64,68,1062,1.0,1.0,1.0,75.0,179.0,0.0,22.737367544323206,4096,0.0,9830.0
2179,2180,1262,19,61,75,1571,1.0,4.0,2.0,72.0,150.0,57.53846153846154,11.641532182693481,3721,0.0,0.0
2180,2181,23741,19,71,84,1860,1.0,3.0,3.0,73.0,150.0,68.11538461538461,108.42021724855044,5041,263.0,0.0
2181,2182,1932,22,61,68,1480,1.0,3.0,2.0,69.0,159.0,51.65384615384615,11.641532182693481,3721,0.0,0.0
2182,2183,1899,23,64,69,1606,1.0,3.0,2.0,72.0,172.0,59.0,22.737367544323206,4096,0.0,0.0
2183,2184,12069,27,72,75,1913,1.0,4.0,3.0,73.0,163.0,69.57692307692308,135.52527156068805,5184,0.0,0.0
2184,2185,1624,27,64,65,1488,1.0,4.0,2.0,71.0,185.0,54.30769230769231,22.737367544323206,4096,0.0,0.0
2185,2186,42912,22,81,86,2071,1.0,3.0,4.0,70.0,148.0,78.11538461538461,1009.7419586828951,6561,0.0,42277.0
2186,2187,78512,22,82,88,1905,2.0,4.0,4.0,73.0,185.0,70.26923076923077,1262.177448353619,6724,0.0,56145.0
2187,2188,3174,31,60,60,1185,1.0,3.0,1.0,73.0,168.0,0.0,9.313225746154785,3600,0.0,12193.0
2188,2189,2375,31,68,68,1761,1.0,3.0,3.0,67.0,150.0,60.38461538461539,55.51115123125783,4624,0.0,0.0
2189,2190,38133,27,79,79,1923,2.0,4.0,2.0,71.0,181.0,72.92307692307692,646.2348535570528,6241,0.0,53860.0
2190,2191,3305,24,65,70,1753,1.0,2.0,3.0,72.0,157.0,63.07692307692308,28.421709430404007,4225,0.0,17612.0
2191,2192,13736,27,71,71,1824,1.0,4.0,3.0,68.0,165.0,62.23076923076923,108.42021724855044,5041,0.0,0.0
2192,2193,3138,20,57,71,1595,1.0,4.0,2.0,71.0,154.0,58.26923076923077,4.76837158203125,3249,0.0,0.0
2193,2194,1344,21,55,67,938,1.0,2.0,1.0,75.0,183.0,0.0,3.0517578125,3025,0.0,6953.0
2194,2195,4772,21,63,65,1494,1.0,3.0,2.0,70.0,154.0,51.11538461538461,18.189894035458565,3969,0.0,0.0
2195,2196,11557,27,70,70,1836,1.0,2.0,3.0,68.0,163.0,64.73076923076923,86.73617379884035,4900,0.0,0.0
2196,2197,21955,28,68,68,1722,1.0,3.0,3.0,69.0,159.0,58.96153846153846,55.51115123125783,4624,0.0,0.0
2197,2198,2797,20,64,72,1633,1.0,3.0,3.0,70.0,148.0,59.80769230769231,22.737367544323206,4096,0.0,0.0
2198,2199,17544,19,74,84,1609,1.0,3.0,3.0,76.0,205.0,62.0,211.75823681357508,5476,0.0,39509.0
2199,2200,1269,32,70,70,1717,1.0,3.0,2.0,69.0,150.0,61.69230769230769,86.73617379884035,4900,0.0,0.0
2200,2201,11039,24,68,73,1759,1.0,2.0,3.0,71.0,154.0,65.0,55.51115123125783,4624,0.0,0.0
2201,2202,129,32,73,73,1649,1.0,3.0,2.0,74.0,170.0,58.88461538461539,169.40658945086008,5329,0.0,0.0
2202,2203,1351,16,52,71,1315,1.0,3.0,2.0,72.0,141.0,46.30769230769231,1.5625,2704,0.0,0.0
2203,2204,2594,24,67,74,1769,1.0,2.0,3.0,71.0,157.0,63.34615384615385,44.40892098500626,4489,0.0,0.0
2204,2205,51940,30,74,74,1767,1.0,3.0,3.0,72.0,172.0,61.34615384615385,211.75823681357508,5476,0.0,0.0
2205,2206,5055,23,68,77,1653,1.0,2.0,2.0,68.0,134.0,61.34615384615385,55.51115123125783,4624,0.0,0.0
2206,2207,2830,26,64,65,1685,1.0,5.0,3.0,70.0,170.0,60.34615384615385,22.737367544323206,4096,0.0,0.0
2207,2208,96688,23,83,91,1223,1.0,4.0,1.0,73.0,187.0,0.0,1577.7218104420235,6889,298.0,0.0
2208,2209,7007,27,68,69,1753,1.0,3.0,3.0,65.0,139.0,64.5,55.51115123125783,4624,0.0,0.0
2209,2210,9502,24,67,73,1569,1.0,4.0,3.0,70.0,154.0,57.46153846153846,44.40892098500626,4489,0.0,0.0
2210,2211,5918,33,70,70,1820,1.0,3.0,2.0,74.0,179.0,67.57692307692308,86.73617379884035,4900,0.0,0.0
2211,2212,2033,22,63,71,1732,1.0,3.0,2.0,71.0,159.0,61.92307692307692,18.189894035458565,3969,0.0,0.0
2212,2213,2107,23,55,63,837,1.0,2.0,1.0,76.0,187.0,0.0,3.0517578125,3025,0.0,0.0
2213,2214,23372,24,76,79,1719,1.0,3.0,3.0,74.0,185.0,66.8076923076923,330.8722450212111,5776,0.0,14374.0
2214,2215,11721,30,71,71,1873,1.0,3.0,2.0,71.0,165.0,66.03846153846153,108.42021724855044,5041,0.0,0.0
2215,2216,5045,20,64,74,1344,1.0,3.0,2.0,72.0,168.0,50.53846153846154,22.737367544323206,4096,0.0,32638.0
2216,2217,4208,29,60,60,1604,1.0,4.0,3.0,68.0,154.0,57.5,9.313225746154785,3600,0.0,0.0
2217,2218,2932,20,62,76,961,1.0,2.0,1.0,76.0,192.0,0.0,14.551915228366852,3844,0.0,33083.0
2218,2219,4126,30,65,65,1759,1.0,3.0,3.0,69.0,152.0,61.80769230769231,28.421709430404007,4225,0.0,0.0
2219,2220,1674,19,54,66,1381,1.0,3.0,2.0,73.0,165.0,47.61538461538461,2.44140625,2916,0.0,0.0
2220,2221,6177,26,71,73,1603,1.0,3.0,3.0,77.0,209.0,57.42307692307692,108.42021724855044,5041,0.0,0.0
2221,2222,1377,19,58,73,852,1.0,2.0,1.0,77.0,187.0,0.0,5.9604644775390625,3364,0.0,0.0
2222,2223,1193,21,61,71,934,1.0,2.0,1.0,73.0,172.0,0.0,11.641532182693481,3721,0.0,0.0
2223,2224,6518,22,64,75,1517,1.0,3.0,2.0,74.0,170.0,53.57692307692308,22.737367544323206,4096,0.0,0.0
2224,2225,3726,25,62,64,1631,1.0,3.0,2.0,69.0,170.0,58.34615384615385,14.551915228366852,3844,0.0,0.0
2225,2226,1862,25,60,64,1140,1.0,2.0,1.0,72.0,172.0,0.0,9.313225746154785,3600,0.0,7305.0
2226,2227,3554,27,66,66,1710,1.0,4.0,4.0,67.0,141.0,58.0,35.52713678800501,4356,0.0,5861.0
2227,2228,1732,23,54,61,1397,1.0,3.0,2.0,73.0,176.0,49.80769230769231,2.44140625,2916,0.0,0.0
2228,2229,8092,23,71,79,1244,1.0,3.0,1.0,74.0,185.0,0.0,108.42021724855044,5041,0.0,0.0
2229,2230,1282,32,73,73,1786,1.0,2.0,3.0,75.0,190.0,64.53846153846153,169.40658945086008,5329,0.0,0.0
2230,2231,11515,30,68,68,1703,1.0,3.0,2.0,73.0,192.0,62.42307692307692,55.51115123125783,4624,0.0,0.0
2231,2232,2426,30,68,68,1664,1.0,4.0,3.0,68.0,157.0,59.80769230769231,55.51115123125783,4624,0.0,0.0
2232,2233,1389,30,55,55,1553,1.0,3.0,2.0,69.0,176.0,53.73076923076923,3.0517578125,3025,0.0,0.0
2233,2234,1640,19,53,66,1324,1.0,2.0,2.0,69.0,154.0,46.53846153846154,1.953125,2809,0.0,3509.0
2234,2235,14241,34,69,69,1825,1.0,3.0,2.0,70.0,165.0,64.96153846153847,69.38893903907228,4761,0.0,0.0
2235,2236,6805,24,67,73,1680,1.0,3.0,3.0,71.0,161.0,60.38461538461539,44.40892098500626,4489,0.0,0.0
2236,2237,2458,22,65,76,1667,1.0,3.0,3.0,69.0,146.0,61.26923076923077,28.421709430404007,4225,0.0,0.0
2237,2238,1169,29,57,57,1423,1.0,2.0,2.0,69.0,157.0,51.34615384615385,4.76837158203125,3249,0.0,0.0
2238,2239,2060,26,61,65,1304,1.0,3.0,2.0,73.0,190.0,45.57692307692308,11.641532182693481,3721,0.0,0.0
2239,2240,2072,33,62,62,1811,1.0,2.0,3.0,71.0,179.0,62.92307692307692,14.551915228366852,3844,0.0,0.0
2240,2241,2157,22,64,72,1686,1.0,3.0,3.0,67.0,148.0,61.76923076923077,22.737367544323206,4096,0.0,0.0
2241,2242,1651,32,61,61,979,1.0,2.0,1.0,73.0,192.0,0.0,11.641532182693481,3721,0.0,0.0
2242,2243,2589,32,63,63,1585,1.0,3.0,2.0,71.0,170.0,58.88461538461539,18.189894035458565,3969,0.0,5861.0
2243,2244,1518,33,48,48,1262,1.0,3.0,2.0,69.0,148.0,46.84615384615385,0.64,2304,0.0,3381.0
2244,2245,3445,23,63,72,1672,1.0,3.0,2.0,74.0,157.0,62.03846153846154,18.189894035458565,3969,0.0,0.0
2245,2246,2667,24,64,68,1723,1.0,3.0,2.0,75.0,187.0,64.07692307692308,22.737367544323206,4096,0.0,0.0
2246,2247,1291,22,63,71,1643,1.0,3.0,2.0,68.0,161.0,56.42307692307692,18.189894035458565,3969,0.0,0.0
2247,2248,2687,20,63,68,1487,1.0,3.0,2.0,72.0,157.0,54.11538461538461,18.189894035458565,3969,0.0,0.0
2248,2249,4897,30,70,70,1862,1.0,3.0,3.0,70.0,157.0,66.53846153846153,86.73617379884035,4900,0.0,0.0
2249,2250,10093,22,70,75,1924,1.0,3.0,3.0,69.0,154.0,68.42307692307692,86.73617379884035,4900,0.0,0.0
2250,2251,15550,25,75,78,2029,1.0,3.0,3.0,67.0,154.0,72.38461538461539,264.6977960169689,5625,0.0,0.0
2251,2252,2227,21,57,64,1475,1.0,3.0,3.0,65.0,146.0,51.61538461538461,4.76837158203125,3249,0.0,7781.0
2252,2253,2792,29,60,60,1681,1.0,3.0,2.0,69.0,152.0,59.69230769230769,9.313225746154785,3600,0.0,6953.0
2253,2254,5687,31,69,69,1666,1.0,3.0,2.0,71.0,154.0,57.23076923076923,69.38893903907228,4761,0.0,0.0
2254,2255,4196,29,67,67,1525,1.0,3.0,2.0,74.0,176.0,56.96153846153846,44.40892098500626,4489,0.0,0.0
2255,2256,1564,22,61,68,1617,1.0,3.0,2.0,69.0,165.0,58.76923076923077,11.641532182693481,3721,0.0,0.0
2256,2257,1766,23,63,68,1613,1.0,3.0,3.0,71.0,165.0,56.11538461538461,18.189894035458565,3969,0.0,0.0
2257,2258,35338,22,75,83,2020,1.0,4.0,4.0,67.0,141.0,72.73076923076923,264.6977960169689,5625,0.0,0.0
2258,2259,1521,25,60,65,1406,1.0,3.0,2.0,70.0,154.0,51.61538461538461,9.313225746154785,3600,0.0,0.0
